Năm,Bang,Bệnh,Số người chết,Dân số,Số lượng sinh,Tổng người chết
2019,Victoria,Acute hepatitis,23,6553492,77220,43944
2019,Victoria,Alcohol use disorders,39,6553492,77220,43944
2019,Victoria,Alzheimer's disease and other dementias,1307,6553492,77220,43944
2019,Victoria,Cardiovascular diseases,10518,6553492,77220,43944
2019,Victoria,Chronic kidney disease,836,6553492,77220,43944
2019,Victoria,Chronic respiratory diseases,1918,6553492,77220,43944
2019,Victoria,Cirrhosis and other chronic liver diseases,496,6553492,77220,43944
2019,Victoria,Conflict and terrorism,0,6553492,77220,43944
2019,Victoria,Diabetes mellitus,1216,6553492,77220,43944
2019,Victoria,Diarrheal diseases,76,6553492,77220,43944
2019,Victoria,Digestive diseases,1531,6553492,77220,43944
2019,Victoria,Drowning,29,6553492,77220,43944
2019,Victoria,Drug use disorders,26,6553492,77220,43944
2019,Victoria,Environmental heat and cold exposure,12,6553492,77220,43944
2019,Victoria,Exposure to forces of nature,12,6553492,77220,43944
2019,Victoria,"Fire, heat, and hot substances",23,6553492,77220,43944
2019,Victoria,HIV/AIDS,15,6553492,77220,43944
2019,Victoria,Interpersonal violence,62,6553492,77220,43944
2019,Victoria,Lower respiratory infections,1216,6553492,77220,43944
2019,Victoria,Malaria,0,6553492,77220,43944
2019,Victoria,Maternal disorders,1,6553492,77220,43944
2019,Victoria,Meningitis,8,6553492,77220,43944
2019,Victoria,Neonatal disorders,114,6553492,77220,43944
2019,Victoria,Neoplasms,12071,6553492,77220,43944
2019,Victoria,Nutritional deficiencies,23,6553492,77220,43944
2019,Victoria,Parkinson's disease,488,6553492,77220,43944
2019,Victoria,Poisonings,397,6553492,77220,43944
2019,Victoria,Protein-energy malnutrition,20,6553492,77220,43944
2019,Victoria,Road injuries,321,6553492,77220,43944
2019,Victoria,Self-harm,735,6553492,77220,43944
2019,Victoria,Terrorism (deaths),0,6553492,77220,43944
2019,Victoria,Tuberculosis,18,6553492,77220,43944
2019,Western Australia,Acute hepatitis,10,2668078,33539,15042
2019,Western Australia,Alcohol use disorders,18,2668078,33539,15042
2019,Western Australia,Alzheimer's disease and other dementias,542,2668078,33539,15042
2019,Western Australia,Cardiovascular diseases,3587,2668078,33539,15042
2019,Western Australia,Chronic kidney disease,173,2668078,33539,15042
2019,Western Australia,Chronic respiratory diseases,746,2668078,33539,15042
2019,Western Australia,Cirrhosis and other chronic liver diseases,190,2668078,33539,15042
2019,Western Australia,Conflict and terrorism,0,2668078,33539,15042
2019,Western Australia,Diabetes mellitus,472,2668078,33539,15042
2019,Western Australia,Diarrheal diseases,26,2668078,33539,15042
2019,Western Australia,Digestive diseases,614,2668078,33539,15042
2019,Western Australia,Drowning,15,2668078,33539,15042
2019,Western Australia,Drug use disorders,1,2668078,33539,15042
2019,Western Australia,Environmental heat and cold exposure,9,2668078,33539,15042
2019,Western Australia,Exposure to forces of nature,10,2668078,33539,15042
2019,Western Australia,"Fire, heat, and hot substances",5,2668078,33539,15042
2019,Western Australia,HIV/AIDS,11,2668078,33539,15042
2019,Western Australia,Interpersonal violence,34,2668078,33539,15042
2019,Western Australia,Lower respiratory infections,404,2668078,33539,15042
2019,Western Australia,Malaria,0,2668078,33539,15042
2019,Western Australia,Maternal disorders,0,2668078,33539,15042
2019,Western Australia,Meningitis,0,2668078,33539,15042
2019,Western Australia,Neonatal disorders,46,2668078,33539,15042
2019,Western Australia,Neoplasms,4382,2668078,33539,15042
2019,Western Australia,Nutritional deficiencies,13,2668078,33539,15042
2019,Western Australia,Parkinson's disease,204,2668078,33539,15042
2019,Western Australia,Poisonings,246,2668078,33539,15042
2019,Western Australia,Protein-energy malnutrition,13,2668078,33539,15042
2019,Western Australia,Road injuries,195,2668078,33539,15042
2019,Western Australia,Self-harm,416,2668078,33539,15042
2019,Western Australia,Terrorism (deaths),0,2668078,33539,15042
2019,Western Australia,Tuberculosis,1,2668078,33539,15042
2020,Australian Capital Territory,Acute hepatitis,1,445334,5368,2162
2020,Australian Capital Territory,Alcohol use disorders,3,445334,5368,2162
2020,Australian Capital Territory,Alzheimer's disease and other dementias,46,445334,5368,2162
2020,Australian Capital Territory,Cardiovascular diseases,543,445334,5368,2162
2020,Australian Capital Territory,Chronic kidney disease,25,445334,5368,2162
2020,Australian Capital Territory,Chronic respiratory diseases,117,445334,5368,2162
2020,Australian Capital Territory,Cirrhosis and other chronic liver diseases,38,445334,5368,2162
2020,Australian Capital Territory,Conflict and terrorism,0,445334,5368,2162
2020,Australian Capital Territory,Diabetes mellitus,83,445334,5368,2162
2020,Australian Capital Territory,Diarrheal diseases,4,445334,5368,2162
2020,Australian Capital Territory,Digestive diseases,97,445334,5368,2162
2020,Australian Capital Territory,Drowning,3,445334,5368,2162
2020,Australian Capital Territory,Drug use disorders,0,445334,5368,2162
2020,Australian Capital Territory,Environmental heat and cold exposure,2,445334,5368,2162
2020,Australian Capital Territory,Exposure to forces of nature,2,445334,5368,2162
2020,Australian Capital Territory,"Fire, heat, and hot substances",1,445334,5368,2162
2020,Australian Capital Territory,HIV/AIDS,1,445334,5368,2162
2020,Australian Capital Territory,Interpersonal violence,4,445334,5368,2162
2020,Australian Capital Territory,Lower respiratory infections,28,445334,5368,2162
2020,Australian Capital Territory,Malaria,0,445334,5368,2162
2020,Australian Capital Territory,Maternal disorders,0,445334,5368,2162
2020,Australian Capital Territory,Meningitis,0,445334,5368,2162
2020,Australian Capital Territory,Neonatal disorders,15,445334,5368,2162
2020,Australian Capital Territory,Neoplasms,634,445334,5368,2162
2020,Australian Capital Territory,Nutritional deficiencies,0,445334,5368,2162
2020,Australian Capital Territory,Parkinson's disease,27,445334,5368,2162
2020,Australian Capital Territory,Poisonings,18,445334,5368,2162
2020,Australian Capital Territory,Protein-energy malnutrition,0,445334,5368,2162
2020,Australian Capital Territory,Road injuries,26,445334,5368,2162
2020,Australian Capital Territory,Self-harm,55,445334,5368,2162
2020,Australian Capital Territory,Terrorism (deaths),0,445334,5368,2162
2020,Australian Capital Territory,Tuberculosis,0,445334,5368,2162
2020,New South Wales,Acute hepatitis,45,8103954,95459,52485
2020,New South Wales,Alcohol use disorders,112,8103954,95459,52485
2020,New South Wales,Alzheimer's disease and other dementias,1347,8103954,95459,52485
2020,New South Wales,Cardiovascular diseases,13670,8103954,95459,52485
2020,New South Wales,Chronic kidney disease,860,8103954,95459,52485
2020,New South Wales,Chronic respiratory diseases,2485,8103954,95459,52485
2020,New South Wales,Cirrhosis and other chronic liver diseases,725,8103954,95459,52485
2020,New South Wales,Conflict and terrorism,0,8103954,95459,52485
2020,New South Wales,Diabetes mellitus,1737,8103954,95459,52485
2020,New South Wales,Diarrheal diseases,73,8103954,95459,52485
2020,New South Wales,Digestive diseases,2141,8103954,95459,52485
2020,New South Wales,Drowning,74,8103954,95459,52485
2020,New South Wales,Drug use disorders,11,8103954,95459,52485
2020,New South Wales,Environmental heat and cold exposure,10,8103954,95459,52485
2020,New South Wales,Exposure to forces of nature,11,8103954,95459,52485
2020,New South Wales,"Fire, heat, and hot substances",30,8103954,95459,52485
2020,New South Wales,HIV/AIDS,30,8103954,95459,52485
2020,New South Wales,Interpersonal violence,77,8103954,95459,52485
2020,New South Wales,Lower respiratory infections,722,8103954,95459,52485
2020,New South Wales,Malaria,0,8103954,95459,52485
2020,New South Wales,Maternal disorders,3,8103954,95459,52485
2020,New South Wales,Meningitis,6,8103954,95459,52485
2020,New South Wales,Neonatal disorders,155,8103954,95459,52485
2020,New South Wales,Neoplasms,15854,8103954,95459,52485
2020,New South Wales,Nutritional deficiencies,40,8103954,95459,52485
2020,New South Wales,Parkinson's disease,693,8103954,95459,52485
2020,New South Wales,Poisonings,443,8103954,95459,52485
2020,New South Wales,Protein-energy malnutrition,34,8103954,95459,52485
2020,New South Wales,Road injuries,370,8103954,95459,52485
2020,New South Wales,Self-harm,913,8103954,95459,52485
2020,New South Wales,Terrorism (deaths),0,8103954,95459,52485
2020,New South Wales,Tuberculosis,13,8103954,95459,52485
2020,Northern Territory,Acute hepatitis,0,247493,3752,1141
2020,Northern Territory,Alcohol use disorders,2,247493,3752,1141
2020,Northern Territory,Alzheimer's disease and other dementias,25,247493,3752,1141
2020,Northern Territory,Cardiovascular diseases,299,247493,3752,1141
2020,Northern Territory,Chronic kidney disease,14,247493,3752,1141
2020,Northern Territory,Chronic respiratory diseases,64,247493,3752,1141
2020,Northern Territory,Cirrhosis and other chronic liver diseases,21,247493,3752,1141
2020,Northern Territory,Conflict and terrorism,0,247493,3752,1141
2020,Northern Territory,Diabetes mellitus,46,247493,3752,1141
2020,Northern Territory,Diarrheal diseases,2,247493,3752,1141
2020,Northern Territory,Digestive diseases,53,247493,3752,1141
2020,Northern Territory,Drowning,2,247493,3752,1141
2020,Northern Territory,Drug use disorders,0,247493,3752,1141
2020,Northern Territory,Environmental heat and cold exposure,1,247493,3752,1141
2020,Northern Territory,Exposure to forces of nature,1,247493,3752,1141
2020,Northern Territory,"Fire, heat, and hot substances",0,247493,3752,1141
2020,Northern Territory,HIV/AIDS,0,247493,3752,1141
2020,Northern Territory,Interpersonal violence,2,247493,3752,1141
2020,Northern Territory,Lower respiratory infections,16,247493,3752,1141
2020,Northern Territory,Malaria,0,247493,3752,1141
2020,Northern Territory,Maternal disorders,0,247493,3752,1141
2020,Northern Territory,Meningitis,0,247493,3752,1141
2020,Northern Territory,Neonatal disorders,8,247493,3752,1141
2020,Northern Territory,Neoplasms,348,247493,3752,1141
2020,Northern Territory,Nutritional deficiencies,0,247493,3752,1141
2020,Northern Territory,Parkinson's disease,15,247493,3752,1141
2020,Northern Territory,Poisonings,10,247493,3752,1141
2020,Northern Territory,Protein-energy malnutrition,0,247493,3752,1141
2020,Northern Territory,Road injuries,15,247493,3752,1141
2020,Northern Territory,Self-harm,30,247493,3752,1141
2020,Northern Territory,Terrorism (deaths),0,247493,3752,1141
2020,Northern Territory,Tuberculosis,0,247493,3752,1141
2020,Queensland,Acute hepatitis,20,5169330,59490,31367
2020,Queensland,Alcohol use disorders,65,5169330,59490,31367
2020,Queensland,Alzheimer's disease and other dementias,785,5169330,59490,31367
2020,Queensland,Cardiovascular diseases,7786,5169330,59490,31367
2020,Queensland,Chronic kidney disease,346,5169330,59490,31367
2020,Queensland,Chronic respiratory diseases,1478,5169330,59490,31367
2020,Queensland,Cirrhosis and other chronic liver diseases,442,5169330,59490,31367
2020,Queensland,Conflict and terrorism,0,5169330,59490,31367
2020,Queensland,Diabetes mellitus,988,5169330,59490,31367
2020,Queensland,Diarrheal diseases,54,5169330,59490,31367
2020,Queensland,Digestive diseases,1339,5169330,59490,31367
2020,Queensland,Drowning,50,5169330,59490,31367
2020,Queensland,Drug use disorders,11,5169330,59490,31367
2020,Queensland,Environmental heat and cold exposure,5,5169330,59490,31367
2020,Queensland,Exposure to forces of nature,6,5169330,59490,31367
2020,Queensland,"Fire, heat, and hot substances",14,5169330,59490,31367
2020,Queensland,HIV/AIDS,18,5169330,59490,31367
2020,Queensland,Interpersonal violence,54,5169330,59490,31367
2020,Queensland,Lower respiratory infections,372,5169330,59490,31367
2020,Queensland,Malaria,0,5169330,59490,31367
2020,Queensland,Maternal disorders,3,5169330,59490,31367
2020,Queensland,Meningitis,6,5169330,59490,31367
2020,Queensland,Neonatal disorders,118,5169330,59490,31367
2020,Queensland,Neoplasms,10131,5169330,59490,31367
2020,Queensland,Nutritional deficiencies,41,5169330,59490,31367
2020,Queensland,Parkinson's disease,414,5169330,59490,31367
2020,Queensland,Poisonings,254,5169330,59490,31367
2020,Queensland,Protein-energy malnutrition,34,5169330,59490,31367
2020,Queensland,Road injuries,324,5169330,59490,31367
2020,Queensland,Self-harm,779,5169330,59490,31367
2020,Queensland,Terrorism (deaths),0,5169330,59490,31367
2020,Queensland,Tuberculosis,7,5169330,59490,31367
2020,South Australia,Acute hepatitis,7,1791224,18526,13607
2020,South Australia,Alcohol use disorders,10,1791224,18526,13607
2020,South Australia,Alzheimer's disease and other dementias,565,1791224,18526,13607
2020,South Australia,Cardiovascular diseases,3404,1791224,18526,13607
2020,South Australia,Chronic kidney disease,225,1791224,18526,13607
2020,South Australia,Chronic respiratory diseases,589,1791224,18526,13607
2020,South Australia,Cirrhosis and other chronic liver diseases,185,1791224,18526,13607
2020,South Australia,Conflict and terrorism,0,1791224,18526,13607
2020,South Australia,Diabetes mellitus,418,1791224,18526,13607
2020,South Australia,Diarrheal diseases,16,1791224,18526,13607
2020,South Australia,Digestive diseases,549,1791224,18526,13607
2020,South Australia,Drowning,8,1791224,18526,13607
2020,South Australia,Drug use disorders,2,1791224,18526,13607
2020,South Australia,Environmental heat and cold exposure,14,1791224,18526,13607
2020,South Australia,Exposure to forces of nature,13,1791224,18526,13607
2020,South Australia,"Fire, heat, and hot substances",10,1791224,18526,13607
2020,South Australia,HIV/AIDS,10,1791224,18526,13607
2020,South Australia,Interpersonal violence,12,1791224,18526,13607
2020,South Australia,Lower respiratory infections,187,1791224,18526,13607
2020,South Australia,Malaria,0,1791224,18526,13607
2020,South Australia,Maternal disorders,3,1791224,18526,13607
2020,South Australia,Meningitis,3,1791224,18526,13607
2020,South Australia,Neonatal disorders,23,1791224,18526,13607
2020,South Australia,Neoplasms,4082,1791224,18526,13607
2020,South Australia,Nutritional deficiencies,11,1791224,18526,13607
2020,South Australia,Parkinson's disease,145,1791224,18526,13607
2020,South Australia,Poisonings,75,1791224,18526,13607
2020,South Australia,Protein-energy malnutrition,7,1791224,18526,13607
2020,South Australia,Road injuries,109,1791224,18526,13607
2020,South Australia,Self-harm,229,1791224,18526,13607
2020,South Australia,Terrorism (deaths),0,1791224,18526,13607
2020,South Australia,Tuberculosis,1,1791224,18526,13607
2020,Tasmania,Acute hepatitis,2,558715,5780,4435
2020,Tasmania,Alcohol use disorders,7,558715,5780,4435
2020,Tasmania,Alzheimer's disease and other dementias,96,558715,5780,4435
2020,Tasmania,Cardiovascular diseases,1129,558715,5780,4435
2020,Tasmania,Chronic kidney disease,53,558715,5780,4435
2020,Tasmania,Chronic respiratory diseases,242,558715,5780,4435
2020,Tasmania,Cirrhosis and other chronic liver diseases,79,558715,5780,4435
2020,Tasmania,Conflict and terrorism,0,558715,5780,4435
2020,Tasmania,Diabetes mellitus,173,558715,5780,4435
2020,Tasmania,Diarrheal diseases,8,558715,5780,4435
2020,Tasmania,Digestive diseases,202,558715,5780,4435
2020,Tasmania,Drowning,7,558715,5780,4435
2020,Tasmania,Drug use disorders,1,558715,5780,4435
2020,Tasmania,Environmental heat and cold exposure,5,558715,5780,4435
2020,Tasmania,Exposure to forces of nature,4,558715,5780,4435
2020,Tasmania,"Fire, heat, and hot substances",2,558715,5780,4435
2020,Tasmania,HIV/AIDS,1,558715,5780,4435
2020,Tasmania,Interpersonal violence,7,558715,5780,4435
2020,Tasmania,Lower respiratory infections,59,558715,5780,4435
2020,Tasmania,Malaria,0,558715,5780,4435
2020,Tasmania,Maternal disorders,0,558715,5780,4435
2020,Tasmania,Meningitis,0,558715,5780,4435
2020,Tasmania,Neonatal disorders,32,558715,5780,4435
2020,Tasmania,Neoplasms,1318,558715,5780,4435
2020,Tasmania,Nutritional deficiencies,0,558715,5780,4435
2020,Tasmania,Parkinson's disease,57,558715,5780,4435
2020,Tasmania,Poisonings,37,558715,5780,4435
2020,Tasmania,Protein-energy malnutrition,1,558715,5780,4435
2020,Tasmania,Road injuries,55,558715,5780,4435
2020,Tasmania,Self-harm,113,558715,5780,4435
2020,Tasmania,Terrorism (deaths),0,558715,5780,4435
2020,Tasmania,Tuberculosis,1,558715,5780,4435
2020,Victoria,Acute hepatitis,23,6597578,73543,41093
2020,Victoria,Alcohol use disorders,51,6597578,73543,41093
2020,Victoria,Alzheimer's disease and other dementias,1350,6597578,73543,41093
2020,Victoria,Cardiovascular diseases,10218,6597578,73543,41093
2020,Victoria,Chronic kidney disease,857,6597578,73543,41093
2020,Victoria,Chronic respiratory diseases,1605,6597578,73543,41093
2020,Victoria,Cirrhosis and other chronic liver diseases,496,6597578,73543,41093
2020,Victoria,Conflict and terrorism,0,6597578,73543,41093
2020,Victoria,Diabetes mellitus,1291,6597578,73543,41093
2020,Victoria,Diarrheal diseases,52,6597578,73543,41093
2020,Victoria,Digestive diseases,1549,6597578,73543,41093
2020,Victoria,Drowning,36,6597578,73543,41093
2020,Victoria,Drug use disorders,8,6597578,73543,41093
2020,Victoria,Environmental heat and cold exposure,5,6597578,73543,41093
2020,Victoria,Exposure to forces of nature,9,6597578,73543,41093
2020,Victoria,"Fire, heat, and hot substances",32,6597578,73543,41093
2020,Victoria,HIV/AIDS,26,6597578,73543,41093
2020,Victoria,Interpersonal violence,65,6597578,73543,41093
2020,Victoria,Lower respiratory infections,772,6597578,73543,41093
2020,Victoria,Malaria,0,6597578,73543,41093
2020,Victoria,Maternal disorders,3,6597578,73543,41093
2020,Victoria,Meningitis,6,6597578,73543,41093
2020,Victoria,Neonatal disorders,110,6597578,73543,41093
2020,Victoria,Neoplasms,12065,6597578,73543,41093
2020,Victoria,Nutritional deficiencies,22,6597578,73543,41093
2020,Victoria,Parkinson's disease,512,6597578,73543,41093
2020,Victoria,Poisonings,459,6597578,73543,41093
2020,Victoria,Protein-energy malnutrition,18,6597578,73543,41093
2020,Victoria,Road injuries,261,6597578,73543,41093
2020,Victoria,Self-harm,681,6597578,73543,41093
2020,Victoria,Terrorism (deaths),0,6597578,73543,41093
2020,Victoria,Tuberculosis,9,6597578,73543,41093
2020,Western Australia,Acute hepatitis,8,2716862,32426,14993
2020,Western Australia,Alcohol use disorders,10,2716862,32426,14993
2020,Western Australia,Alzheimer's disease and other dementias,565,2716862,32426,14993
2020,Western Australia,Cardiovascular diseases,3639,2716862,32426,14993
2020,Western Australia,Chronic kidney disease,208,2716862,32426,14993
2020,Western Australia,Chronic respiratory diseases,626,2716862,32426,14993
2020,Western Australia,Cirrhosis and other chronic liver diseases,231,2716862,32426,14993
2020,Western Australia,Conflict and terrorism,0,2716862,32426,14993
2020,Western Australia,Diabetes mellitus,495,2716862,32426,14993
2020,Western Australia,Diarrheal diseases,33,2716862,32426,14993
2020,Western Australia,Digestive diseases,610,2716862,32426,14993
2020,Western Australia,Drowning,29,2716862,32426,14993
2020,Western Australia,Drug use disorders,5,2716862,32426,14993
2020,Western Australia,Environmental heat and cold exposure,5,2716862,32426,14993
2020,Western Australia,Exposure to forces of nature,6,2716862,32426,14993
2020,Western Australia,"Fire, heat, and hot substances",5,2716862,32426,14993
2020,Western Australia,HIV/AIDS,0,2716862,32426,14993
2020,Western Australia,Interpersonal violence,29,2716862,32426,14993
2020,Western Australia,Lower respiratory infections,200,2716862,32426,14993
2020,Western Australia,Malaria,0,2716862,32426,14993
2020,Western Australia,Maternal disorders,3,2716862,32426,14993
2020,Western Australia,Meningitis,3,2716862,32426,14993
2020,Western Australia,Neonatal disorders,48,2716862,32426,14993
2020,Western Australia,Neoplasms,4541,2716862,32426,14993
2020,Western Australia,Nutritional deficiencies,13,2716862,32426,14993
2020,Western Australia,Parkinson's disease,193,2716862,32426,14993
2020,Western Australia,Poisonings,261,2716862,32426,14993
2020,Western Australia,Protein-energy malnutrition,9,2716862,32426,14993
2020,Western Australia,Road injuries,183,2716862,32426,14993
2020,Western Australia,Self-harm,381,2716862,32426,14993
2020,Western Australia,Terrorism (deaths),0,2716862,32426,14993
2020,Western Australia,Tuberculosis,1,2716862,32426,14993
2021,Australian Capital Territory,Acute hepatitis,2,452871,5543,2207
2021,Australian Capital Territory,Alcohol use disorders,4,452871,5543,2207
2021,Australian Capital Territory,Alzheimer's disease and other dementias,63,452871,5543,2207
2021,Australian Capital Territory,Cardiovascular diseases,551,452871,5543,2207
2021,Australian Capital Territory,Chronic kidney disease,23,452871,5543,2207
2021,Australian Capital Territory,Chronic respiratory diseases,144,452871,5543,2207
2021,Australian Capital Territory,Cirrhosis and other chronic liver diseases,34,452871,5543,2207
2021,Australian Capital Territory,Conflict and terrorism,0,452871,5543,2207
2021,Australian Capital Territory,Diabetes mellitus,94,452871,5543,2207
2021,Australian Capital Territory,Diarrheal diseases,2,452871,5543,2207
2021,Australian Capital Territory,Digestive diseases,98,452871,5543,2207
2021,Australian Capital Territory,Drowning,4,452871,5543,2207
2021,Australian Capital Territory,Drug use disorders,1,452871,5543,2207
2021,Australian Capital Territory,Environmental heat and cold exposure,1,452871,5543,2207
2021,Australian Capital Territory,Exposure to forces of nature,3,452871,5543,2207
2021,Australian Capital Territory,"Fire, heat, and hot substances",0,452871,5543,2207
2021,Australian Capital Territory,HIV/AIDS,0,452871,5543,2207
2021,Australian Capital Territory,Interpersonal violence,6,452871,5543,2207
2021,Australian Capital Territory,Lower respiratory infections,29,452871,5543,2207
2021,Australian Capital Territory,Malaria,0,452871,5543,2207
2021,Australian Capital Territory,Maternal disorders,0,452871,5543,2207
2021,Australian Capital Territory,Meningitis,0,452871,5543,2207
2021,Australian Capital Territory,Neonatal disorders,12,452871,5543,2207
2021,Australian Capital Territory,Neoplasms,649,452871,5543,2207
2021,Australian Capital Territory,Nutritional deficiencies,1,452871,5543,2207
2021,Australian Capital Territory,Parkinson's disease,31,452871,5543,2207
2021,Australian Capital Territory,Poisonings,18,452871,5543,2207
2021,Australian Capital Territory,Protein-energy malnutrition,1,452871,5543,2207
2021,Australian Capital Territory,Road injuries,27,452871,5543,2207
2021,Australian Capital Territory,Self-harm,53,452871,5543,2207
2021,Australian Capital Territory,Terrorism (deaths),0,452871,5543,2207
2021,Australian Capital Territory,Tuberculosis,1,452871,5543,2207
2021,New South Wales,Acute hepatitis,35,8100963,101332,56525
2021,New South Wales,Alcohol use disorders,147,8100963,101332,56525
2021,New South Wales,Alzheimer's disease and other dementias,1517,8100963,101332,56525
2021,New South Wales,Cardiovascular diseases,14341,8100963,101332,56525
2021,New South Wales,Chronic kidney disease,904,8100963,101332,56525
2021,New South Wales,Chronic respiratory diseases,2622,8100963,101332,56525
2021,New South Wales,Cirrhosis and other chronic liver diseases,731,8100963,101332,56525
2021,New South Wales,Conflict and terrorism,0,8100963,101332,56525
2021,New South Wales,Diabetes mellitus,1886,8100963,101332,56525
2021,New South Wales,Diarrheal diseases,116,8100963,101332,56525
2021,New South Wales,Digestive diseases,2378,8100963,101332,56525
2021,New South Wales,Drowning,58,8100963,101332,56525
2021,New South Wales,Drug use disorders,16,8100963,101332,56525
2021,New South Wales,Environmental heat and cold exposure,4,8100963,101332,56525
2021,New South Wales,Exposure to forces of nature,9,8100963,101332,56525
2021,New South Wales,"Fire, heat, and hot substances",27,8100963,101332,56525
2021,New South Wales,HIV/AIDS,34,8100963,101332,56525
2021,New South Wales,Interpersonal violence,56,8100963,101332,56525
2021,New South Wales,Lower respiratory infections,674,8100963,101332,56525
2021,New South Wales,Malaria,0,8100963,101332,56525
2021,New South Wales,Maternal disorders,0,8100963,101332,56525
2021,New South Wales,Meningitis,9,8100963,101332,56525
2021,New South Wales,Neonatal disorders,181,8100963,101332,56525
2021,New South Wales,Neoplasms,16730,8100963,101332,56525
2021,New South Wales,Nutritional deficiencies,55,8100963,101332,56525
2021,New South Wales,Parkinson's disease,757,8100963,101332,56525
2021,New South Wales,Poisonings,421,8100963,101332,56525
2021,New South Wales,Protein-energy malnutrition,47,8100963,101332,56525
2021,New South Wales,Road injuries,334,8100963,101332,56525
2021,New South Wales,Self-harm,932,8100963,101332,56525
2021,New South Wales,Terrorism (deaths),0,8100963,101332,56525
2021,New South Wales,Tuberculosis,13,8100963,101332,56525
2021,Northern Territory,Acute hepatitis,2,249075,3784,1211
2021,Northern Territory,Alcohol use disorders,2,249075,3784,1211
2021,Northern Territory,Alzheimer's disease and other dementias,35,249075,3784,1211
2021,Northern Territory,Cardiovascular diseases,303,249075,3784,1211
2021,Northern Territory,Chronic kidney disease,13,249075,3784,1211
2021,Northern Territory,Chronic respiratory diseases,80,249075,3784,1211
2021,Northern Territory,Cirrhosis and other chronic liver diseases,19,249075,3784,1211
2021,Northern Territory,Conflict and terrorism,0,249075,3784,1211
2021,Northern Territory,Diabetes mellitus,52,249075,3784,1211
2021,Northern Territory,Diarrheal diseases,1,249075,3784,1211
2021,Northern Territory,Digestive diseases,54,249075,3784,1211
2021,Northern Territory,Drowning,2,249075,3784,1211
2021,Northern Territory,Drug use disorders,1,249075,3784,1211
2021,Northern Territory,Environmental heat and cold exposure,1,249075,3784,1211
2021,Northern Territory,Exposure to forces of nature,1,249075,3784,1211
2021,Northern Territory,"Fire, heat, and hot substances",0,249075,3784,1211
2021,Northern Territory,HIV/AIDS,0,249075,3784,1211
2021,Northern Territory,Interpersonal violence,3,249075,3784,1211
2021,Northern Territory,Lower respiratory infections,16,249075,3784,1211
2021,Northern Territory,Malaria,0,249075,3784,1211
2021,Northern Territory,Maternal disorders,0,249075,3784,1211
2021,Northern Territory,Meningitis,0,249075,3784,1211
2021,Northern Territory,Neonatal disorders,6,249075,3784,1211
2021,Northern Territory,Neoplasms,357,249075,3784,1211
2021,Northern Territory,Nutritional deficiencies,1,249075,3784,1211
2021,Northern Territory,Parkinson's disease,18,249075,3784,1211
2021,Northern Territory,Poisonings,10,249075,3784,1211
2021,Northern Territory,Protein-energy malnutrition,0,249075,3784,1211
2021,Northern Territory,Road injuries,15,249075,3784,1211
2021,Northern Territory,Self-harm,29,249075,3784,1211
2021,Northern Territory,Terrorism (deaths),0,249075,3784,1211
2021,Northern Territory,Tuberculosis,0,249075,3784,1211
2021,Queensland,Acute hepatitis,32,5223766,64111,33858
2021,Queensland,Alcohol use disorders,75,5223766,64111,33858
2021,Queensland,Alzheimer's disease and other dementias,930,5223766,64111,33858
2021,Queensland,Cardiovascular diseases,8729,5223766,64111,33858
2021,Queensland,Chronic kidney disease,351,5223766,64111,33858
2021,Queensland,Chronic respiratory diseases,1597,5223766,64111,33858
2021,Queensland,Cirrhosis and other chronic liver diseases,497,5223766,64111,33858
2021,Queensland,Conflict and terrorism,0,5223766,64111,33858
2021,Queensland,Diabetes mellitus,1001,5223766,64111,33858
2021,Queensland,Diarrheal diseases,67,5223766,64111,33858
2021,Queensland,Digestive diseases,1454,5223766,64111,33858
2021,Queensland,Drowning,44,5223766,64111,33858
2021,Queensland,Drug use disorders,7,5223766,64111,33858
2021,Queensland,Environmental heat and cold exposure,1,5223766,64111,33858
2021,Queensland,Exposure to forces of nature,6,5223766,64111,33858
2021,Queensland,"Fire, heat, and hot substances",14,5223766,64111,33858
2021,Queensland,HIV/AIDS,22,5223766,64111,33858
2021,Queensland,Interpersonal violence,45,5223766,64111,33858
2021,Queensland,Lower respiratory infections,366,5223766,64111,33858
2021,Queensland,Malaria,0,5223766,64111,33858
2021,Queensland,Maternal disorders,3,5223766,64111,33858
2021,Queensland,Meningitis,6,5223766,64111,33858
2021,Queensland,Neonatal disorders,131,5223766,64111,33858
2021,Queensland,Neoplasms,10432,5223766,64111,33858
2021,Queensland,Nutritional deficiencies,34,5223766,64111,33858
2021,Queensland,Parkinson's disease,467,5223766,64111,33858
2021,Queensland,Poisonings,245,5223766,64111,33858
2021,Queensland,Protein-energy malnutrition,29,5223766,64111,33858
2021,Queensland,Road injuries,370,5223766,64111,33858
2021,Queensland,Self-harm,796,5223766,64111,33858
2021,Queensland,Terrorism (deaths),0,5223766,64111,33858
2021,Queensland,Tuberculosis,1,5223766,64111,33858
2021,South Australia,Acute hepatitis,9,1803204,19757,14494
2021,South Australia,Alcohol use disorders,18,1803204,19757,14494
2021,South Australia,Alzheimer's disease and other dementias,613,1803204,19757,14494
2021,South Australia,Cardiovascular diseases,3549,1803204,19757,14494
2021,South Australia,Chronic kidney disease,209,1803204,19757,14494
2021,South Australia,Chronic respiratory diseases,646,1803204,19757,14494
2021,South Australia,Cirrhosis and other chronic liver diseases,192,1803204,19757,14494
