Năm,Bang,Bệnh,Số người chết,Dân số,Số lượng sinh,Tổng người chết
2021,South Australia,Conflict and terrorism,0,1803204,19757,14494
2021,South Australia,Diabetes mellitus,437,1803204,19757,14494
2021,South Australia,Diarrheal diseases,25,1803204,19757,14494
2021,South Australia,Digestive diseases,595,1803204,19757,14494
2021,South Australia,Drowning,11,1803204,19757,14494
2021,South Australia,Drug use disorders,1,1803204,19757,14494
2021,South Australia,Environmental heat and cold exposure,9,1803204,19757,14494
2021,South Australia,Exposure to forces of nature,8,1803204,19757,14494
2021,South Australia,"Fire, heat, and hot substances",5,1803204,19757,14494
2021,South Australia,HIV/AIDS,0,1803204,19757,14494
2021,South Australia,Interpersonal violence,13,1803204,19757,14494
2021,South Australia,Lower respiratory infections,202,1803204,19757,14494
2021,South Australia,Malaria,0,1803204,19757,14494
2021,South Australia,Maternal disorders,4,1803204,19757,14494
2021,South Australia,Meningitis,0,1803204,19757,14494
2021,South Australia,Neonatal disorders,32,1803204,19757,14494
2021,South Australia,Neoplasms,4158,1803204,19757,14494
2021,South Australia,Nutritional deficiencies,9,1803204,19757,14494
2021,South Australia,Parkinson's disease,170,1803204,19757,14494
2021,South Australia,Poisonings,92,1803204,19757,14494
2021,South Australia,Protein-energy malnutrition,9,1803204,19757,14494
2021,South Australia,Road injuries,118,1803204,19757,14494
2021,South Australia,Self-harm,228,1803204,19757,14494
2021,South Australia,Terrorism (deaths),0,1803204,19757,14494
2021,South Australia,Tuberculosis,4,1803204,19757,14494
2021,Tasmania,Acute hepatitis,5,567379,6034,4769
2021,Tasmania,Alcohol use disorders,9,567379,6034,4769
2021,Tasmania,Alzheimer's disease and other dementias,131,567379,6034,4769
2021,Tasmania,Cardiovascular diseases,1147,567379,6034,4769
2021,Tasmania,Chronic kidney disease,48,567379,6034,4769
2021,Tasmania,Chronic respiratory diseases,300,567379,6034,4769
2021,Tasmania,Cirrhosis and other chronic liver diseases,72,567379,6034,4769
2021,Tasmania,Conflict and terrorism,0,567379,6034,4769
2021,Tasmania,Diabetes mellitus,197,567379,6034,4769
2021,Tasmania,Diarrheal diseases,4,567379,6034,4769
2021,Tasmania,Digestive diseases,205,567379,6034,4769
2021,Tasmania,Drowning,7,567379,6034,4769
2021,Tasmania,Drug use disorders,3,567379,6034,4769
2021,Tasmania,Environmental heat and cold exposure,2,567379,6034,4769
2021,Tasmania,Exposure to forces of nature,6,567379,6034,4769
2021,Tasmania,"Fire, heat, and hot substances",0,567379,6034,4769
2021,Tasmania,HIV/AIDS,0,567379,6034,4769
2021,Tasmania,Interpersonal violence,11,567379,6034,4769
2021,Tasmania,Lower respiratory infections,60,567379,6034,4769
2021,Tasmania,Malaria,0,567379,6034,4769
2021,Tasmania,Maternal disorders,0,567379,6034,4769
2021,Tasmania,Meningitis,0,567379,6034,4769
2021,Tasmania,Neonatal disorders,24,567379,6034,4769
2021,Tasmania,Neoplasms,1350,567379,6034,4769
2021,Tasmania,Nutritional deficiencies,2,567379,6034,4769
2021,Tasmania,Parkinson's disease,65,567379,6034,4769
2021,Tasmania,Poisonings,38,567379,6034,4769
2021,Tasmania,Protein-energy malnutrition,2,567379,6034,4769
2021,Tasmania,Road injuries,57,567379,6034,4769
2021,Tasmania,Self-harm,109,567379,6034,4769
2021,Tasmania,Terrorism (deaths),0,567379,6034,4769
2021,Tasmania,Tuberculosis,2,567379,6034,4769
2021,Victoria,Acute hepatitis,32,6550313,75363,42486
2021,Victoria,Alcohol use disorders,59,6550313,75363,42486
2021,Victoria,Alzheimer's disease and other dementias,1450,6550313,75363,42486
2021,Victoria,Cardiovascular diseases,10387,6550313,75363,42486
2021,Victoria,Chronic kidney disease,949,6550313,75363,42486
2021,Victoria,Chronic respiratory diseases,1779,6550313,75363,42486
2021,Victoria,Cirrhosis and other chronic liver diseases,580,6550313,75363,42486
2021,Victoria,Conflict and terrorism,0,6550313,75363,42486
2021,Victoria,Diabetes mellitus,1278,6550313,75363,42486
2021,Victoria,Diarrheal diseases,77,6550313,75363,42486
2021,Victoria,Digestive diseases,1728,6550313,75363,42486
2021,Victoria,Drowning,45,6550313,75363,42486
2021,Victoria,Drug use disorders,7,6550313,75363,42486
2021,Victoria,Environmental heat and cold exposure,8,6550313,75363,42486
2021,Victoria,Exposure to forces of nature,10,6550313,75363,42486
2021,Victoria,"Fire, heat, and hot substances",24,6550313,75363,42486
2021,Victoria,HIV/AIDS,15,6550313,75363,42486
2021,Victoria,Interpersonal violence,68,6550313,75363,42486
2021,Victoria,Lower respiratory infections,679,6550313,75363,42486
2021,Victoria,Malaria,0,6550313,75363,42486
2021,Victoria,Maternal disorders,7,6550313,75363,42486
2021,Victoria,Meningitis,8,6550313,75363,42486
2021,Victoria,Neonatal disorders,123,6550313,75363,42486
2021,Victoria,Neoplasms,12413,6550313,75363,42486
2021,Victoria,Nutritional deficiencies,37,6550313,75363,42486
2021,Victoria,Parkinson's disease,538,6550313,75363,42486
2021,Victoria,Poisonings,386,6550313,75363,42486
2021,Victoria,Protein-energy malnutrition,32,6550313,75363,42486
2021,Victoria,Road injuries,284,6550313,75363,42486
2021,Victoria,Self-harm,679,6550313,75363,42486
2021,Victoria,Terrorism (deaths),0,6550313,75363,42486
2021,Victoria,Tuberculosis,15,6550313,75363,42486
2021,Western Australia,Acute hepatitis,7,2751823,34039,15891
2021,Western Australia,Alcohol use disorders,23,2751823,34039,15891
2021,Western Australia,Alzheimer's disease and other dementias,616,2751823,34039,15891
2021,Western Australia,Cardiovascular diseases,4007,2751823,34039,15891
2021,Western Australia,Chronic kidney disease,193,2751823,34039,15891
2021,Western Australia,Chronic respiratory diseases,667,2751823,34039,15891
2021,Western Australia,Cirrhosis and other chronic liver diseases,211,2751823,34039,15891
2021,Western Australia,Conflict and terrorism,0,2751823,34039,15891
2021,Western Australia,Diabetes mellitus,474,2751823,34039,15891
2021,Western Australia,Diarrheal diseases,32,2751823,34039,15891
2021,Western Australia,Digestive diseases,628,2751823,34039,15891
2021,Western Australia,Drowning,22,2751823,34039,15891
2021,Western Australia,Drug use disorders,4,2751823,34039,15891
2021,Western Australia,Environmental heat and cold exposure,7,2751823,34039,15891
2021,Western Australia,Exposure to forces of nature,8,2751823,34039,15891
2021,Western Australia,"Fire, heat, and hot substances",12,2751823,34039,15891
2021,Western Australia,HIV/AIDS,10,2751823,34039,15891
2021,Western Australia,Interpersonal violence,25,2751823,34039,15891
2021,Western Australia,Lower respiratory infections,254,2751823,34039,15891
2021,Western Australia,Malaria,0,2751823,34039,15891
2021,Western Australia,Maternal disorders,0,2751823,34039,15891
2021,Western Australia,Meningitis,5,2751823,34039,15891
2021,Western Australia,Neonatal disorders,32,2751823,34039,15891
2021,Western Australia,Neoplasms,4610,2751823,34039,15891
2021,Western Australia,Nutritional deficiencies,10,2751823,34039,15891
2021,Western Australia,Parkinson's disease,218,2751823,34039,15891
2021,Western Australia,Poisonings,225,2751823,34039,15891
2021,Western Australia,Protein-energy malnutrition,10,2751823,34039,15891
2021,Western Australia,Road injuries,194,2751823,34039,15891
2021,Western Australia,Self-harm,394,2751823,34039,15891
2021,Western Australia,Terrorism (deaths),0,2751823,34039,15891
2021,Western Australia,Tuberculosis,5,2751823,34039,15891
2022,Australian Capital Territory,Acute hepatitis,2,462676,5455,2563
2022,Australian Capital Territory,Alcohol use disorders,3,462676,5455,2563
2022,Australian Capital Territory,Alzheimer's disease and other dementias,60,462676,5455,2563
2022,Australian Capital Territory,Cardiovascular diseases,583,462676,5455,2563
2022,Australian Capital Territory,Chronic kidney disease,28,462676,5455,2563
2022,Australian Capital Territory,Chronic respiratory diseases,136,462676,5455,2563
2022,Australian Capital Territory,Cirrhosis and other chronic liver diseases,38,462676,5455,2563
2022,Australian Capital Territory,Conflict and terrorism,0,462676,5455,2563
2022,Australian Capital Territory,Diabetes mellitus,102,462676,5455,2563
2022,Australian Capital Territory,Diarrheal diseases,5,462676,5455,2563
2022,Australian Capital Territory,Digestive diseases,119,462676,5455,2563
2022,Australian Capital Territory,Drowning,3,462676,5455,2563
2022,Australian Capital Territory,Drug use disorders,2,462676,5455,2563
2022,Australian Capital Territory,Environmental heat and cold exposure,4,462676,5455,2563
2022,Australian Capital Territory,Exposure to forces of nature,2,462676,5455,2563
2022,Australian Capital Territory,"Fire, heat, and hot substances",1,462676,5455,2563
2022,Australian Capital Territory,HIV/AIDS,0,462676,5455,2563
2022,Australian Capital Territory,Interpersonal violence,7,462676,5455,2563
2022,Australian Capital Territory,Lower respiratory infections,25,462676,5455,2563
2022,Australian Capital Territory,Malaria,0,462676,5455,2563
2022,Australian Capital Territory,Maternal disorders,0,462676,5455,2563
2022,Australian Capital Territory,Meningitis,0,462676,5455,2563
2022,Australian Capital Territory,Neonatal disorders,12,462676,5455,2563
2022,Australian Capital Territory,Neoplasms,687,462676,5455,2563
2022,Australian Capital Territory,Nutritional deficiencies,3,462676,5455,2563
2022,Australian Capital Territory,Parkinson's disease,31,462676,5455,2563
2022,Australian Capital Territory,Poisonings,17,462676,5455,2563
2022,Australian Capital Territory,Protein-energy malnutrition,2,462676,5455,2563
2022,Australian Capital Territory,Road injuries,37,462676,5455,2563
2022,Australian Capital Territory,Self-harm,53,462676,5455,2563
2022,Australian Capital Territory,Terrorism (deaths),0,462676,5455,2563
2022,Australian Capital Territory,Tuberculosis,0,462676,5455,2563
2022,New South Wales,Acute hepatitis,31,8205814,97884,62980
2022,New South Wales,Alcohol use disorders,185,8205814,97884,62980
2022,New South Wales,Alzheimer's disease and other dementias,1588,8205814,97884,62980
2022,New South Wales,Cardiovascular diseases,15329,8205814,97884,62980
2022,New South Wales,Chronic kidney disease,1012,8205814,97884,62980
2022,New South Wales,Chronic respiratory diseases,2809,8205814,97884,62980
2022,New South Wales,Cirrhosis and other chronic liver diseases,836,8205814,97884,62980
2022,New South Wales,Conflict and terrorism,0,8205814,97884,62980
2022,New South Wales,Diabetes mellitus,2041,8205814,97884,62980
2022,New South Wales,Diarrheal diseases,135,8205814,97884,62980
2022,New South Wales,Digestive diseases,2528,8205814,97884,62980
2022,New South Wales,Drowning,84,8205814,97884,62980
2022,New South Wales,Drug use disorders,15,8205814,97884,62980
2022,New South Wales,Environmental heat and cold exposure,12,8205814,97884,62980
2022,New South Wales,Exposure to forces of nature,35,8205814,97884,62980
2022,New South Wales,"Fire, heat, and hot substances",30,8205814,97884,62980
2022,New South Wales,HIV/AIDS,18,8205814,97884,62980
2022,New South Wales,Interpersonal violence,68,8205814,97884,62980
2022,New South Wales,Lower respiratory infections,894,8205814,97884,62980
2022,New South Wales,Malaria,0,8205814,97884,62980
2022,New South Wales,Maternal disorders,4,8205814,97884,62980
2022,New South Wales,Meningitis,7,8205814,97884,62980
2022,New South Wales,Neonatal disorders,151,8205814,97884,62980
2022,New South Wales,Neoplasms,16939,8205814,97884,62980
2022,New South Wales,Nutritional deficiencies,69,8205814,97884,62980
2022,New South Wales,Parkinson's disease,790,8205814,97884,62980
2022,New South Wales,Poisonings,384,8205814,97884,62980
2022,New South Wales,Protein-energy malnutrition,64,8205814,97884,62980
2022,New South Wales,Road injuries,362,8205814,97884,62980
2022,New South Wales,Self-harm,940,8205814,97884,62980
2022,New South Wales,Terrorism (deaths),0,8205814,97884,62980
2022,New South Wales,Tuberculosis,20,8205814,97884,62980
2022,Northern Territory,Acute hepatitis,1,253726,3614,1338
2022,Northern Territory,Alcohol use disorders,2,253726,3614,1338
2022,Northern Territory,Alzheimer's disease and other dementias,32,253726,3614,1338
2022,Northern Territory,Cardiovascular diseases,321,253726,3614,1338
2022,Northern Territory,Chronic kidney disease,15,253726,3614,1338
2022,Northern Territory,Chronic respiratory diseases,75,253726,3614,1338
2022,Northern Territory,Cirrhosis and other chronic liver diseases,21,253726,3614,1338
2022,Northern Territory,Conflict and terrorism,0,253726,3614,1338
2022,Northern Territory,Diabetes mellitus,56,253726,3614,1338
2022,Northern Territory,Diarrheal diseases,3,253726,3614,1338
2022,Northern Territory,Digestive diseases,66,253726,3614,1338
2022,Northern Territory,Drowning,1,253726,3614,1338
2022,Northern Territory,Drug use disorders,1,253726,3614,1338
2022,Northern Territory,Environmental heat and cold exposure,2,253726,3614,1338
2022,Northern Territory,Exposure to forces of nature,2,253726,3614,1338
2022,Northern Territory,"Fire, heat, and hot substances",1,253726,3614,1338
2022,Northern Territory,HIV/AIDS,0,253726,3614,1338
2022,Northern Territory,Interpersonal violence,5,253726,3614,1338
2022,Northern Territory,Lower respiratory infections,14,253726,3614,1338
2022,Northern Territory,Malaria,0,253726,3614,1338
2022,Northern Territory,Maternal disorders,0,253726,3614,1338
2022,Northern Territory,Meningitis,0,253726,3614,1338
2022,Northern Territory,Neonatal disorders,6,253726,3614,1338
2022,Northern Territory,Neoplasms,378,253726,3614,1338
2022,Northern Territory,Nutritional deficiencies,1,253726,3614,1338
2022,Northern Territory,Parkinson's disease,17,253726,3614,1338
2022,Northern Territory,Poisonings,10,253726,3614,1338
2022,Northern Territory,Protein-energy malnutrition,2,253726,3614,1338
2022,Northern Territory,Road injuries,20,253726,3614,1338
2022,Northern Territory,Self-harm,29,253726,3614,1338
2022,Northern Territory,Terrorism (deaths),0,253726,3614,1338
2022,Northern Territory,Tuberculosis,0,253726,3614,1338
2022,Queensland,Acute hepatitis,20,5328345,62094,38160
2022,Queensland,Alcohol use disorders,110,5328345,62094,38160
2022,Queensland,Alzheimer's disease and other dementias,980,5328345,62094,38160
2022,Queensland,Cardiovascular diseases,9208,5328345,62094,38160
2022,Queensland,Chronic kidney disease,380,5328345,62094,38160
2022,Queensland,Chronic respiratory diseases,1802,5328345,62094,38160
2022,Queensland,Cirrhosis and other chronic liver diseases,561,5328345,62094,38160
2022,Queensland,Conflict and terrorism,0,5328345,62094,38160
2022,Queensland,Diabetes mellitus,1140,5328345,62094,38160
2022,Queensland,Diarrheal diseases,64,5328345,62094,38160
2022,Queensland,Digestive diseases,1638,5328345,62094,38160
2022,Queensland,Drowning,64,5328345,62094,38160
2022,Queensland,Drug use disorders,12,5328345,62094,38160
2022,Queensland,Environmental heat and cold exposure,8,5328345,62094,38160
2022,Queensland,Exposure to forces of nature,26,5328345,62094,38160
2022,Queensland,"Fire, heat, and hot substances",16,5328345,62094,38160
2022,Queensland,HIV/AIDS,17,5328345,62094,38160
2022,Queensland,Interpersonal violence,51,5328345,62094,38160
2022,Queensland,Lower respiratory infections,540,5328345,62094,38160
2022,Queensland,Malaria,0,5328345,62094,38160
2022,Queensland,Maternal disorders,4,5328345,62094,38160
2022,Queensland,Meningitis,7,5328345,62094,38160
2022,Queensland,Neonatal disorders,143,5328345,62094,38160
2022,Queensland,Neoplasms,10942,5328345,62094,38160
2022,Queensland,Nutritional deficiencies,39,5328345,62094,38160
2022,Queensland,Parkinson's disease,527,5328345,62094,38160
2022,Queensland,Poisonings,214,5328345,62094,38160
2022,Queensland,Protein-energy malnutrition,31,5328345,62094,38160
2022,Queensland,Road injuries,324,5328345,62094,38160
2022,Queensland,Self-harm,799,5328345,62094,38160
2022,Queensland,Terrorism (deaths),0,5328345,62094,38160
2022,Queensland,Tuberculosis,3,5328345,62094,38160
2022,South Australia,Acute hepatitis,3,1829211,19449,15455
2022,South Australia,Alcohol use disorders,16,1829211,19449,15455
2022,South Australia,Alzheimer's disease and other dementias,590,1829211,19449,15455
2022,South Australia,Cardiovascular diseases,3559,1829211,19449,15455
2022,South Australia,Chronic kidney disease,223,1829211,19449,15455
2022,South Australia,Chronic respiratory diseases,714,1829211,19449,15455
2022,South Australia,Cirrhosis and other chronic liver diseases,223,1829211,19449,15455
2022,South Australia,Conflict and terrorism,0,1829211,19449,15455
2022,South Australia,Diabetes mellitus,488,1829211,19449,15455
2022,South Australia,Diarrheal diseases,26,1829211,19449,15455
2022,South Australia,Digestive diseases,640,1829211,19449,15455
2022,South Australia,Drowning,11,1829211,19449,15455
2022,South Australia,Drug use disorders,2,1829211,19449,15455
2022,South Australia,Environmental heat and cold exposure,3,1829211,19449,15455
2022,South Australia,Exposure to forces of nature,8,1829211,19449,15455
2022,South Australia,"Fire, heat, and hot substances",6,1829211,19449,15455
2022,South Australia,HIV/AIDS,4,1829211,19449,15455
2022,South Australia,Interpersonal violence,12,1829211,19449,15455
2022,South Australia,Lower respiratory infections,243,1829211,19449,15455
2022,South Australia,Malaria,0,1829211,19449,15455
2022,South Australia,Maternal disorders,0,1829211,19449,15455
2022,South Australia,Meningitis,4,1829211,19449,15455
2022,South Australia,Neonatal disorders,21,1829211,19449,15455
2022,South Australia,Neoplasms,4057,1829211,19449,15455
2022,South Australia,Nutritional deficiencies,5,1829211,19449,15455
2022,South Australia,Parkinson's disease,201,1829211,19449,15455
2022,South Australia,Poisonings,105,1829211,19449,15455
2022,South Australia,Protein-energy malnutrition,3,1829211,19449,15455
2022,South Australia,Road injuries,87,1829211,19449,15455
2022,South Australia,Self-harm,243,1829211,19449,15455
2022,South Australia,Terrorism (deaths),0,1829211,19449,15455
2022,South Australia,Tuberculosis,0,1829211,19449,15455
2022,Tasmania,Acute hepatitis,5,572454,5506,5142
2022,Tasmania,Alcohol use disorders,7,572454,5506,5142
2022,Tasmania,Alzheimer's disease and other dementias,124,572454,5506,5142
2022,Tasmania,Cardiovascular diseases,1214,572454,5506,5142
2022,Tasmania,Chronic kidney disease,58,572454,5506,5142
2022,Tasmania,Chronic respiratory diseases,283,572454,5506,5142
2022,Tasmania,Cirrhosis and other chronic liver diseases,80,572454,5506,5142
2022,Tasmania,Conflict and terrorism,0,572454,5506,5142
2022,Tasmania,Diabetes mellitus,212,572454,5506,5142
2022,Tasmania,Diarrheal diseases,11,572454,5506,5142
2022,Tasmania,Digestive diseases,248,572454,5506,5142
2022,Tasmania,Drowning,6,572454,5506,5142
2022,Tasmania,Drug use disorders,4,572454,5506,5142
2022,Tasmania,Environmental heat and cold exposure,9,572454,5506,5142
2022,Tasmania,Exposure to forces of nature,5,572454,5506,5142
2022,Tasmania,"Fire, heat, and hot substances",3,572454,5506,5142
2022,Tasmania,HIV/AIDS,0,572454,5506,5142
2022,Tasmania,Interpersonal violence,15,572454,5506,5142
2022,Tasmania,Lower respiratory infections,52,572454,5506,5142
2022,Tasmania,Malaria,0,572454,5506,5142
2022,Tasmania,Maternal disorders,0,572454,5506,5142
2022,Tasmania,Meningitis,0,572454,5506,5142
2022,Tasmania,Neonatal disorders,24,572454,5506,5142
2022,Tasmania,Neoplasms,1428,572454,5506,5142
2022,Tasmania,Nutritional deficiencies,6,572454,5506,5142
2022,Tasmania,Parkinson's disease,65,572454,5506,5142
2022,Tasmania,Poisonings,36,572454,5506,5142
2022,Tasmania,Protein-energy malnutrition,5,572454,5506,5142
2022,Tasmania,Road injuries,76,572454,5506,5142
2022,Tasmania,Self-harm,110,572454,5506,5142
2022,Tasmania,Terrorism (deaths),0,572454,5506,5142
2022,Tasmania,Tuberculosis,1,572454,5506,5142
2022,Victoria,Acute hepatitis,24,6641224,75189,47978
2022,Victoria,Alcohol use disorders,68,6641224,75189,47978
2022,Victoria,Alzheimer's disease and other dementias,1598,6641224,75189,47978
2022,Victoria,Cardiovascular diseases,10951,6641224,75189,47978
2022,Victoria,Chronic kidney disease,971,6641224,75189,47978
2022,Victoria,Chronic respiratory diseases,2023,6641224,75189,47978
2022,Victoria,Cirrhosis and other chronic liver diseases,629,6641224,75189,47978
2022,Victoria,Conflict and terrorism,0,6641224,75189,47978
2022,Victoria,Diabetes mellitus,1502,6641224,75189,47978
2022,Victoria,Diarrheal diseases,99,6641224,75189,47978
2022,Victoria,Digestive diseases,1799,6641224,75189,47978
2022,Victoria,Drowning,39,6641224,75189,47978
2022,Victoria,Drug use disorders,11,6641224,75189,47978
2022,Victoria,Environmental heat and cold exposure,1,6641224,75189,47978
2022,Victoria,Exposure to forces of nature,6,6641224,75189,47978
2022,Victoria,"Fire, heat, and hot substances",31,6641224,75189,47978
2022,Victoria,HIV/AIDS,21,6641224,75189,47978
2022,Victoria,Interpersonal violence,50,6641224,75189,47978
2022,Victoria,Lower respiratory infections,923,6641224,75189,47978
2022,Victoria,Malaria,0,6641224,75189,47978
2022,Victoria,Maternal disorders,4,6641224,75189,47978
2022,Victoria,Meningitis,5,6641224,75189,47978
2022,Victoria,Neonatal disorders,123,6641224,75189,47978
2022,Victoria,Neoplasms,12753,6641224,75189,47978
2022,Victoria,Nutritional deficiencies,27,6641224,75189,47978
2022,Victoria,Parkinson's disease,648,6641224,75189,47978
2022,Victoria,Poisonings,463,6641224,75189,47978
2022,Victoria,Protein-energy malnutrition,25,6641224,75189,47978
2022,Victoria,Road injuries,318,6641224,75189,47978
2022,Victoria,Self-harm,773,6641224,75189,47978
2022,Victoria,Terrorism (deaths),0,6641224,75189,47978
2022,Victoria,Tuberculosis,7,6641224,75189,47978
2022,Western Australia,Acute hepatitis,17,2806946,31460,17299
2022,Western Australia,Alcohol use disorders,16,2806946,31460,17299
2022,Western Australia,Alzheimer's disease and other dementias,639,2806946,31460,17299
2022,Western Australia,Cardiovascular diseases,4118,2806946,31460,17299
2022,Western Australia,Chronic kidney disease,270,2806946,31460,17299
2022,Western Australia,Chronic respiratory diseases,771,2806946,31460,17299
2022,Western Australia,Cirrhosis and other chronic liver diseases,230,2806946,31460,17299
2022,Western Australia,Conflict and terrorism,0,2806946,31460,17299
2022,Western Australia,Diabetes mellitus,538,2806946,31460,17299
2022,Western Australia,Diarrheal diseases,28,2806946,31460,17299
2022,Western Australia,Digestive diseases,674,2806946,31460,17299
2022,Western Australia,Drowning,30,2806946,31460,17299
2022,Western Australia,Drug use disorders,4,2806946,31460,17299
2022,Western Australia,Environmental heat and cold exposure,8,2806946,31460,17299
2022,Western Australia,Exposure to forces of nature,9,2806946,31460,17299
2022,Western Australia,"Fire, heat, and hot substances",8,2806946,31460,17299
2022,Western Australia,HIV/AIDS,7,2806946,31460,17299
2022,Western Australia,Interpersonal violence,28,2806946,31460,17299
2022,Western Australia,Lower respiratory infections,273,2806946,31460,17299
2022,Western Australia,Malaria,0,2806946,31460,17299
2022,Western Australia,Maternal disorders,4,2806946,31460,17299
2022,Western Australia,Meningitis,5,2806946,31460,17299
2022,Western Australia,Neonatal disorders,41,2806946,31460,17299
2022,Western Australia,Neoplasms,4762,2806946,31460,17299
2022,Western Australia,Nutritional deficiencies,17,2806946,31460,17299
2022,Western Australia,Parkinson's disease,211,2806946,31460,17299
2022,Western Australia,Poisonings,248,2806946,31460,17299
2022,Western Australia,Protein-energy malnutrition,12,2806946,31460,17299
2022,Western Australia,Road injuries,219,2806946,31460,17299
2022,Western Australia,Self-harm,393,2806946,31460,17299
2022,Western Australia,Terrorism (deaths),0,2806946,31460,17299
2022,Western Australia,Tuberculosis,5,2806946,31460,17299
2023,Australian Capital Territory,Acute hepatitis,2,472301,5222,2406
2023,Australian Capital Territory,Alcohol use disorders,3,472301,5222,2406
2023,Australian Capital Territory,Alzheimer's disease and other dementias,62,472301,5222,2406
2023,Australian Capital Territory,Cardiovascular diseases,560,472301,5222,2406
2023,Australian Capital Territory,Chronic kidney disease,27,472301,5222,2406
2023,Australian Capital Territory,Chronic respiratory diseases,129,472301,5222,2406
2023,Australian Capital Territory,Cirrhosis and other chronic liver diseases,36,472301,5222,2406
2023,Australian Capital Territory,Conflict and terrorism,0,472301,5222,2406
2023,Australian Capital Territory,Diabetes mellitus,94,472301,5222,2406
2023,Australian Capital Territory,Diarrheal diseases,7,472301,5222,2406
2023,Australian Capital Territory,Digestive diseases,106,472301,5222,2406
2023,Australian Capital Territory,Drowning,3,472301,5222,2406
2023,Australian Capital Territory,Drug use disorders,0,472301,5222,2406
2023,Australian Capital Territory,Environmental heat and cold exposure,0,472301,5222,2406
2023,Australian Capital Territory,Exposure to forces of nature,1,472301,5222,2406
2023,Australian Capital Territory,"Fire, heat, and hot substances",0,472301,5222,2406
2023,Australian Capital Territory,HIV/AIDS,0,472301,5222,2406
2023,Australian Capital Territory,Interpersonal violence,4,472301,5222,2406
2023,Australian Capital Territory,Lower respiratory infections,35,472301,5222,2406
2023,Australian Capital Territory,Malaria,0,472301,5222,2406
2023,Australian Capital Territory,Maternal disorders,2,472301,5222,2406
2023,Australian Capital Territory,Meningitis,0,472301,5222,2406
2023,Australian Capital Territory,Neonatal disorders,10,472301,5222,2406
2023,Australian Capital Territory,Neoplasms,666,472301,5222,2406
2023,Australian Capital Territory,Nutritional deficiencies,1,472301,5222,2406
2023,Australian Capital Territory,Parkinson's disease,35,472301,5222,2406
2023,Australian Capital Territory,Poisonings,20,472301,5222,2406
2023,Australian Capital Territory,Protein-energy malnutrition,2,472301,5222,2406
2023,Australian Capital Territory,Road injuries,23,472301,5222,2406
2023,Australian Capital Territory,Self-harm,47,472301,5222,2406
2023,Australian Capital Territory,Terrorism (deaths),0,472301,5222,2406
2023,Australian Capital Territory,Tuberculosis,1,472301,5222,2406
2023,New South Wales,Acute hepatitis,51,8379347,91947,59451
2023,New South Wales,Alcohol use disorders,195,8379347,91947,59451
2023,New South Wales,Alzheimer's disease and other dementias,1533,8379347,91947,59451
2023,New South Wales,Cardiovascular diseases,14171,8379347,91947,59451
2023,New South Wales,Chronic kidney disease,982,8379347,91947,59451
2023,New South Wales,Chronic respiratory diseases,2797,8379347,91947,59451
2023,New South Wales,Cirrhosis and other chronic liver diseases,804,8379347,91947,59451
2023,New South Wales,Conflict and terrorism,0,8379347,91947,59451
2023,New South Wales,Diabetes mellitus,1935,8379347,91947,59451
2023,New South Wales,Diarrheal diseases,127,8379347,91947,59451
2023,New South Wales,Digestive diseases,2497,8379347,91947,59451
2023,New South Wales,Drowning,76,8379347,91947,59451
2023,New South Wales,Drug use disorders,18,8379347,91947,59451
2023,New South Wales,Environmental heat and cold exposure,7,8379347,91947,59451
2023,New South Wales,Exposure to forces of nature,3,8379347,91947,59451
2023,New South Wales,"Fire, heat, and hot substances",36,8379347,91947,59451
2023,New South Wales,HIV/AIDS,43,8379347,91947,59451
2023,New South Wales,Interpersonal violence,58,8379347,91947,59451
2023,New South Wales,Lower respiratory infections,913,8379347,91947,59451
2023,New South Wales,Malaria,0,8379347,91947,59451
2023,New South Wales,Maternal disorders,6,8379347,91947,59451
2023,New South Wales,Meningitis,9,8379347,91947,59451
2023,New South Wales,Neonatal disorders,130,8379347,91947,59451
2023,New South Wales,Neoplasms,16928,8379347,91947,59451
2023,New South Wales,Nutritional deficiencies,68,8379347,91947,59451
2023,New South Wales,Parkinson's disease,820,8379347,91947,59451
2023,New South Wales,Poisonings,317,8379347,91947,59451
2023,New South Wales,Protein-energy malnutrition,60,8379347,91947,59451
2023,New South Wales,Road injuries,386,8379347,91947,59451
2023,New South Wales,Self-harm,911,8379347,91947,59451
2023,New South Wales,Terrorism (deaths),0,8379347,91947,59451
2023,New South Wales,Tuberculosis,10,8379347,91947,59451
2023,Northern Territory,Acute hepatitis,1,257915,3316,1253
2023,Northern Territory,Alcohol use disorders,2,257915,3316,1253
2023,Northern Territory,Alzheimer's disease and other dementias,34,257915,3316,1253
2023,Northern Territory,Cardiovascular diseases,308,257915,3316,1253
2023,Northern Territory,Chronic kidney disease,15,257915,3316,1253
2023,Northern Territory,Chronic respiratory diseases,72,257915,3316,1253
2023,Northern Territory,Cirrhosis and other chronic liver diseases,20,257915,3316,1253
2023,Northern Territory,Conflict and terrorism,0,257915,3316,1253
2023,Northern Territory,Diabetes mellitus,52,257915,3316,1253
2023,Northern Territory,Diarrheal diseases,5,257915,3316,1253
2023,Northern Territory,Digestive diseases,58,257915,3316,1253
2023,Northern Territory,Drowning,2,257915,3316,1253
2023,Northern Territory,Drug use disorders,0,257915,3316,1253
2023,Northern Territory,Environmental heat and cold exposure,0,257915,3316,1253
2023,Northern Territory,Exposure to forces of nature,1,257915,3316,1253
