Date,Total_Deaths,Births,Cause,Death_Count
2009,132087.0,300800,Acute hepatitis,12.0
2010,132798.0,300800,Acute hepatitis,11.0
2011,135195.0,302700,Acute hepatitis,11.0
2012,135810.0,312200,Acute hepatitis,10.0
2013,137420.0,307100,Acute hepatitis,10.0
2014,141342.0,310500,Acute hepatitis,10.0
2015,145315.0,306300,Acute hepatitis,10.0
2016,146789.0,311800,Acute hepatitis,9.0
2017,150480.0,305200,Acute hepatitis,9.0
2018,156364.0,304200,Acute hepatitis,10.0
2019,160895.0,306200,Acute hepatitis,10.0
1990,113589.0,262600,Alzheimer's disease and other dementias,3669.0
1991,113521.0,259300,Alzheimer's disease and other dementias,3820.0
1992,115531.0,262600,Alzheimer's disease and other dementias,3984.0
1993,116309.0,259100,Alzheimer's disease and other dementias,4149.0
1994,119121.0,259000,Alzheimer's disease and other dementias,4342.0
1995,119684.0,255300,Alzheimer's disease and other dementias,4533.0
1996,121577.0,253400,Alzheimer's disease and other dementias,4761.0
1997,121817.0,251800,Alzheimer's disease and other dementias,4968.0
1998,121617.0,249000,Alzheimer's disease and other dementias,5176.0
1999,121706.0,251100,Alzheimer's disease and other dementias,5399.0
2000,122290.0,250700,Alzheimer's disease and other dementias,5658.0
2001,122934.0,247900,Alzheimer's disease and other dementias,5935.0
2002,124778.0,250100,Alzheimer's disease and other dementias,6213.0
2003,124653.0,250700,Alzheimer's disease and other dementias,6470.0
2004,124483.0,251500,Alzheimer's disease and other dementias,6690.0
2005,124441.0,265600,Alzheimer's disease and other dementias,6954.0
2006,126024.0,274400,Alzheimer's disease and other dementias,7268.0
2007,129287.0,293200,Alzheimer's disease and other dementias,7568.0
2008,131715.0,298300,Alzheimer's disease and other dementias,7836.0
2009,132087.0,300800,Alzheimer's disease and other dementias,8064.0
2010,132798.0,300800,Alzheimer's disease and other dementias,8345.0
2011,135195.0,302700,Alzheimer's disease and other dementias,8687.0
2012,135810.0,312200,Alzheimer's disease and other dementias,8948.0
2013,137420.0,307100,Alzheimer's disease and other dementias,9215.0
2014,141342.0,310500,Alzheimer's disease and other dementias,9526.0
2015,145315.0,306300,Alzheimer's disease and other dementias,9848.0
2016,146789.0,311800,Alzheimer's disease and other dementias,10134.0
2017,150480.0,305200,Alzheimer's disease and other dementias,10420.0
2018,156364.0,304200,Alzheimer's disease and other dementias,10804.0
2019,160895.0,306200,Alzheimer's disease and other dementias,11240.0
1990,113589.0,262600,Parkinson's disease,880.0
1991,113521.0,259300,Parkinson's disease,909.0
1992,115531.0,262600,Parkinson's disease,957.0
1993,116309.0,259100,Parkinson's disease,998.0
1994,119121.0,259000,Parkinson's disease,1056.0
1995,119684.0,255300,Parkinson's disease,1098.0
1996,121577.0,253400,Parkinson's disease,1156.0
1997,121817.0,251800,Parkinson's disease,1202.0
1998,121617.0,249000,Parkinson's disease,1246.0
1999,121706.0,251100,Parkinson's disease,1296.0
2000,122290.0,250700,Parkinson's disease,1354.0
2001,122934.0,247900,Parkinson's disease,1417.0
2002,124778.0,250100,Parkinson's disease,1494.0
2003,124653.0,250700,Parkinson's disease,1552.0
2004,124483.0,251500,Parkinson's disease,1582.0
2005,124441.0,265600,Parkinson's disease,1614.0
2006,126024.0,274400,Parkinson's disease,1668.0
2007,129287.0,293200,Parkinson's disease,1742.0
2008,131715.0,298300,Parkinson's disease,1809.0
2009,132087.0,300800,Parkinson's disease,1837.0
2010,132798.0,300800,Parkinson's disease,1882.0
2011,135195.0,302700,Parkinson's disease,1948.0
2012,135810.0,312200,Parkinson's disease,1983.0
2013,137420.0,307100,Parkinson's disease,2021.0
2014,141342.0,310500,Parkinson's disease,2085.0
2015,145315.0,306300,Parkinson's disease,2150.0
2016,146789.0,311800,Parkinson's disease,2178.0
2017,150480.0,305200,Parkinson's disease,2237.0
2018,156364.0,304200,Parkinson's disease,2331.0
2019,160895.0,306200,Parkinson's disease,2403.0
